player_name,player_display_name,position,ros_projected_points,weeks_remaining,avg_weekly_projection,opponents,projected_points,last_week_played,last_season_played,avg_last_3_games,injury_status,injury_multiplier,overall_rank,position_rank
D.Hopkins,D.Hopkins,K,73.69038391113281,8,9.211297988891602,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,221,
J.Doctson,Josh Doctson,WR,73.3892822265625,8,9.173660278320312,"MIA,BYE,DEN,MIN,NYG,PHI,DAL,PHI",,,,,,,222,
K.Miller,Kendre Miller,RB,73.28014373779297,8,9.160017967224121,"BYE,ATL,MIA,TB,CAR,NYJ,TEN,ATL",,,,,,,223,
K.Monangai,Kyle Monangai,RB,73.20897674560547,8,9.151122093200684,"MIN,PIT,PHI,GB,CLE,GB,SF,DET",9.151122093200684,9.0,2025.0,8.399999999999999,,1.0,224,26.0
D.Stanton,Drew Stanton,QB,73.06206512451172,8,9.132758140563965,"SF,JAX,TB,LA,HOU,ATL,CIN,LA",,,,,,,225,
C.Cook,Connor Cook,QB,72.67839813232422,8,9.084799766540527,"DAL,CLE,LAC,DEN,PHI,HOU,NYG,KC",,,,,,,226,
T.Pollard,Tony Pollard,RB,72.59223937988281,8,9.074029922485352,"HOU,SEA,JAX,CLE,SF,KC,NO,JAX",9.074029922485352,9.0,2025.0,8.366666666666665,,1.0,227,27.0
B.LaFell,Brandon LaFell,WR,72.35983276367188,8,9.044979095458984,"DAL,CLE,LAC,DEN,PHI,HOU,NYG,KC",,,,,,,228,
R.Fitzpatrick,Ryan Fitzpatrick,QB,72.0837173461914,8,9.010464668273926,"MIA,BYE,DEN,MIN,NYG,PHI,DAL,PHI",,,,,,,229,
M.Washington,Malik Washington,WR,72.06320190429688,8,9.00790023803711,"WAS,BYE,NO,NYJ,PIT,CIN,TB,NE",9.00790023803711,9.0,2025.0,9.3,,1.0,230,40.0
C.McLaughlin,C.McLaughlin,K,71.69583129882812,8,8.961978912353516,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.961978912353516,8.0,2025.0,7.0,,1.0,231,6.0
T.Johnson,Theodore Johnson,TE,71.53346252441406,8,8.941682815551758,"GB,DET,NE,BYE,WAS,MIN,LV,DAL",8.941682815551758,9.0,2025.0,8.433333333333332,,1.0,232,19.0
Y.Koo,Y.Koo,K,71.0802230834961,8,8.885027885437012,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,233,
T.Hightower,Tim Hightower,RB,71.04519653320312,8,8.88064956665039,"BYE,ATL,MIA,TB,CAR,NYJ,TEN,ATL",,,,,,,234,
T.Tracy,Tyrone Tracy,RB,70.6213607788086,8,8.827670097351074,"GB,DET,NE,BYE,WAS,MIN,LV,DAL",8.827670097351074,9.0,2025.0,6.166666666666667,,1.0,235,28.0
P.Freiermuth,Pat Freiermuth,TE,70.59819030761719,8,8.824773788452148,"CIN,CHI,BUF,BAL,MIA,DET,CLE,BAL",8.824773788452148,9.0,2025.0,11.5,,1.0,236,20.0
D.Freeman,Devonta Freeman,RB,70.38745880126953,8,8.798432350158691,"CLE,NYJ,CIN,PIT,CIN,NE,GB,PIT",,,,,,,237,
D.Samuel,Tyshun Samuel,WR,70.22427368164062,8,8.778034210205078,"MIA,BYE,DEN,MIN,NYG,PHI,DAL,PHI",8.778034210205078,9.0,2025.0,11.06666666666667,,1.0,238,41.0
C.Ryland,C.Ryland,K,70.1180648803711,8,8.764758110046387,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.764758110046387,9.0,2025.0,7.666666666666667,,1.0,239,7.0
T.Hockenson,Thomas Hockenson,TE,70.05430603027344,8,8.75678825378418,"CHI,GB,SEA,WAS,DAL,NYG,DET,GB",8.75678825378418,9.0,2025.0,8.233333333333333,,1.0,240,21.0
G.Tate,Golden Tate,WR,69.79875946044922,8,8.724844932556152,"GB,DET,NE,BYE,WAS,MIN,LV,DAL",,,,,,,241,
O.Zaccheaus,Olamide Zaccheaus,WR,69.78826141357422,8,8.723532676696777,"MIN,PIT,PHI,GB,CLE,GB,SF,DET",8.723532676696777,9.0,2025.0,6.000000000000001,,1.0,242,42.0
R.Hillman,Ronnie Hillman,RB,69.75292205810547,8,8.719115257263184,"JAX,BYE,LV,PHI,KC,DAL,HOU,DEN",,,,,,,243,
N.Chubb,Nicholas Chubb,RB,69.71149444580078,8,8.713936805725098,"TEN,BUF,IND,KC,ARI,LV,LAC,IND",8.713936805725098,9.0,2025.0,7.700000000000003,,1.0,244,29.0
D.Ridder,Desmond Ridder,QB,69.62384033203125,8,8.702980041503906,"DAL,CLE,LAC,DEN,PHI,HOU,NYG,KC",,,,,,,245,
X.Worthy,Xavier Worthy,WR,69.61705017089844,8,8.702131271362305,"DEN,IND,DAL,HOU,LAC,TEN,DEN,LV",8.702131271362305,9.0,2025.0,9.566666666666666,,1.0,246,43.0
B.Aubrey,B.Aubrey,K,69.4836196899414,8,8.685452461242676,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.685452461242676,9.0,2025.0,9.666666666666666,,1.0,247,8.0
A.Borregales,A.Borregales,K,69.45610809326172,8,8.682013511657715,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.682013511657715,9.0,2025.0,8.0,,1.0,248,9.0
Z.Charbonnet,Zach Charbonnet,RB,69.27676391601562,8,8.659595489501953,"LA,TEN,MIN,ATL,IND,LA,CAR,SF",8.659595489501953,9.0,2025.0,11.999999999999998,,1.0,249,30.0
J.Conner,James Conner,RB,69.11791229248047,8,8.639739036560059,"SF,JAX,TB,LA,HOU,ATL,CIN,LA",,,,,,,250,
J.Moody,J.Moody,K,68.99411010742188,8,8.624263763427734,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,251,
B.Strange,Brenton Strange,TE,68.74475860595703,8,8.593094825744629,"LAC,ARI,TEN,IND,NYJ,DEN,IND,TEN",,,,,,,252,
J.Maclin,Jeremy Maclin,WR,68.69955444335938,8,8.587444305419922,"CLE,NYJ,CIN,PIT,CIN,NE,GB,PIT",,,,,,,253,
T.Thornton,Tyquan Thornton,WR,68.669677734375,8,8.583709716796875,"DEN,IND,DAL,HOU,LAC,TEN,DEN,LV",8.583709716796875,9.0,2025.0,8.333333333333334,,1.0,254,44.0
E.Pineiro,E.Pineiro,K,68.63906860351562,8,8.579883575439453,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.579883575439453,9.0,2025.0,7.333333333333333,,1.0,255,10.0
A.Dalton,Andrew Dalton,QB,68.60945892333984,8,8.57618236541748,"ATL,SF,LA,BYE,NO,TB,SEA,TB",8.57618236541748,8.0,2025.0,2.806666666666672,,1.0,256,34.0
T.Vizcaino,T.Vizcaino,K,68.51045989990234,8,8.563807487487793,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,257,
