player_name,position,projected_points,last_week_played,last_season_played,player_display_name,avg_last_3_games,snap_pct,recent_pass_attempts,recent_rush_attempts,injury_status,injury_multiplier,recent_targets,overall_rank,position_rank
B.Nix,QB,10.835321426391602,9,2025,Bo Nix,24.366666666666664,,39.0,3.0,,1.0,,92,30.0
D.Goedert,TE,10.747771263122559,8,2025,Dallas Goedert,13.9,,,0.0,,1.0,3.0,93,11.0
B.Young,QB,10.71235179901123,9,2025,Bryce Young,14.333333333333329,,21.0,2.0,,1.0,,94,31.0
J.Elliott,K,10.643436431884766,8,2025,,4.666666666666667,,,,,1.0,,95,2.0
M.Badgley,K,10.629326820373535,9,2025,,7.0,,,,,1.0,,96,3.0
J.Brissett,QB,10.44752025604248,9,2025,Jacoby Brissett,14.153333333333334,,36.0,5.0,,1.0,,97,32.0
T.Tucker,WR,10.435677528381348,9,2025,Tre Tucker,10.466666666666669,,,0.0,,1.0,4.0,98,31.0
J.Jennings,WR,10.343110084533691,9,2025,Bennie Jennings,5.766666666666668,,,0.0,,1.0,5.0,99,32.0
J.Warren,RB,10.256752014160156,9,2025,Jaylen Warren,12.466666666666663,,,16.0,,1.0,2.0,100,22.0
D.Metcalf,WR,10.235333442687988,9,2025,DeKaylin Metcalf,14.666666666666666,,,0.0,,1.0,4.0,101,33.0
K.Shakir,WR,10.20572566986084,9,2025,Khalil Shakir,12.700000000000005,,,0.0,,1.0,8.0,102,34.0
T.Franklin,WR,10.196422576904297,9,2025,Troy Franklin,14.3,,,2.0,,1.0,11.0,103,35.0
J.Johnson,TE,10.158596992492676,9,2025,Juwan Johnson,8.9,,,0.0,,1.0,4.0,104,12.0
Z.Ertz,TE,10.093326568603516,9,2025,Zachary Ertz,11.533333333333331,,,0.0,,1.0,4.0,105,13.0
J.Mason,RB,10.068424224853516,9,2025,Jordan Mason,9.3,,,10.0,,1.0,1.0,106,23.0
T.Huntley,QB,10.05078125,8,2025,Tyler Huntley,13.166666666666666,,24.0,8.0,,1.0,,107,33.0
J.Myers,K,10.049856185913086,9,2025,,7.333333333333333,,,,,1.0,,108,4.0
G.Pickens,WR,10.02669620513916,9,2025,George Pickens,19.6,,,0.0,,1.0,9.0,109,36.0
C.Watson,WR,9.928354167938233,9,2025,Christian Watson,4.933333333333333,,,0.0,Questionable,0.9,4.0,110,37.0
D.Schultz,TE,9.905850410461426,9,2025,Dalton Schultz,11.4,,,0.0,,1.0,8.0,111,14.0
C.Loveland,TE,9.901330947875977,9,2025,Colston Loveland,5.1000000000000005,,,0.0,,1.0,8.0,112,15.0
A.Barner,TE,9.83787660598755,9,2025,A.J. Barner,12.1,,,1.0,Questionable,0.9,4.0,113,16.0
Q.Judkins,RB,9.824609756469727,8,2025,Quinshon Judkins,14.6,,,9.0,,1.0,3.0,114,24.0
H.Fannin,TE,9.824016666412353,8,2025,Harold Fannin,11.333333333333334,,,1.0,Questionable,0.9,9.0,115,17.0
M.Brown,WR,9.76895523071289,9,2025,Marquise Brown,9.966666666666669,,,0.0,,1.0,4.0,116,38.0
T.Kelce,TE,9.737278938293457,9,2025,Travis Kelce,14.699999999999998,,,0.0,,1.0,6.0,117,18.0
B.McManus,K,9.687249183654785,9,2025,,7.666666666666667,,,,,1.0,,118,5.0
C.Sutton,WR,9.631231307983398,9,2025,Courtland Sutton,9.366666666666664,,,0.0,,1.0,6.0,119,39.0
C.Hubbard,RB,9.385998725891113,9,2025,Chuba Hubbard,8.93333333333333,,,5.0,,1.0,1.0,120,25.0
K.Monangai,RB,9.151122093200684,9,2025,Kyle Monangai,8.399999999999999,,,26.0,,1.0,5.0,121,26.0
T.Pollard,RB,9.074029922485352,9,2025,Tony Pollard,8.366666666666665,,,10.0,,1.0,2.0,122,27.0
M.Washington,WR,9.00790023803711,9,2025,Malik Washington,9.3,,,3.0,,1.0,3.0,123,40.0
C.McLaughlin,K,8.961978912353516,8,2025,,7.0,,,,,1.0,,124,6.0
T.Johnson,TE,8.941682815551758,9,2025,Theodore Johnson,8.433333333333332,,,0.0,,1.0,6.0,125,19.0
T.Tracy,RB,8.827670097351074,9,2025,Tyrone Tracy,6.166666666666667,,,5.0,,1.0,4.0,126,28.0
P.Freiermuth,TE,8.824773788452148,9,2025,Pat Freiermuth,11.5,,,0.0,,1.0,4.0,127,20.0
D.Samuel,WR,8.778034210205078,9,2025,Tyshun Samuel,11.06666666666667,,,1.0,,1.0,6.0,128,41.0
C.Ryland,K,8.764758110046387,9,2025,,7.666666666666667,,,,,1.0,,129,7.0
T.Hockenson,TE,8.75678825378418,9,2025,Thomas Hockenson,8.233333333333333,,,0.0,,1.0,3.0,130,21.0
O.Zaccheaus,WR,8.723532676696777,9,2025,Olamide Zaccheaus,6.000000000000001,,,0.0,,1.0,8.0,131,42.0
N.Chubb,RB,8.713936805725098,9,2025,Nicholas Chubb,7.700000000000003,,,11.0,,1.0,0.0,132,29.0
X.Worthy,WR,8.702131271362305,9,2025,Xavier Worthy,9.566666666666666,,,1.0,,1.0,7.0,133,43.0
B.Aubrey,K,8.685452461242676,9,2025,,9.666666666666666,,,,,1.0,,134,8.0
A.Borregales,K,8.682013511657715,9,2025,,8.0,,,,,1.0,,135,9.0
Z.Charbonnet,RB,8.659595489501953,9,2025,Zach Charbonnet,11.999999999999998,,,8.0,,1.0,1.0,136,30.0
T.Thornton,WR,8.583709716796875,9,2025,Tyquan Thornton,8.333333333333334,,,0.0,,1.0,1.0,137,44.0
E.Pineiro,K,8.579883575439453,9,2025,,7.333333333333333,,,,,1.0,,138,10.0
A.Dalton,QB,8.57618236541748,8,2025,Andrew Dalton,2.806666666666672,,31.0,2.0,,1.0,,139,34.0
J.Smith,TE,8.459759712219238,9,2025,Jonnu Smith,7.099999999999995,,,0.0,,1.0,5.0,140,22.0
M.Wright,K,8.440935134887695,8,2025,,5.666666666666667,,,,,1.0,,141,11.0
X.Legette,WR,8.430702209472656,9,2025,Xavier Legette,10.333333333333334,,,0.0,,1.0,3.0,142,45.0
C.Lamb,WR,8.423856735229492,9,2025,Cedarian Lamb,18.933333333333334,,,0.0,,1.0,12.0,143,46.0
S.LaPorta,TE,8.397503852844238,9,2025,Sam LaPorta,13.733333333333334,,,0.0,,1.0,8.0,144,23.0
J.Croskey-Merritt,RB,8.379124641418457,9,2025,Jacory Croskey-Merritt,4.833333333333333,,,12.0,,1.0,1.0,145,31.0
K.Coleman,WR,8.3480806350708,9,2025,Keon Coleman,7.466666666666666,,,0.0,,1.0,2.0,146,47.0
C.Santos,K,8.342726707458496,9,2025,,10.0,,,,,1.0,,147,12.0
R.Patterson,K,8.329741477966309,9,2025,,8.333333333333334,,,,,1.0,,148,13.0
A.Kamara,RB,8.32140884399414,9,2025,Alvin Kamara,8.33333333333333,,,6.0,Questionable,0.9,3.0,149,32.0
K.Walker,RB,8.185009956359863,9,2025,Kenneth Walker,6.966666666666666,,,11.0,,1.0,2.0,150,33.0
B.Brown,RB,8.10325813293457,9,2025,Brittain Brown,,,,5.0,,1.0,1.0,151,34.0
J.Smith-Schuster,WR,8.005121231079102,9,2025,John Smith-Schuster,6.700000000000002,,,0.0,,1.0,1.0,152,48.0
A.Thielen,WR,7.965747356414795,8,2025,Adam Thielen,1.700000000000001,,,0.0,,1.0,2.0,153,49.0
E.Ayomanor,WR,7.842778205871582,9,2025,Elic Ayomanor,6.6000000000000005,,,0.0,,1.0,6.0,154,50.0
J.Patterson,RB,7.8286542892456055,9,2025,Jaret Patterson,5.433333333333334,,,9.0,,1.0,0.0,155,35.0
T.McMillan,WR,7.825924587249756,9,2025,Tetairoa McMillan,13.699999999999998,,,0.0,Questionable,0.9,6.0,156,51.0
O.Gadsden,TE,7.664634704589844,9,2025,Oronde Gadsden,20.633333333333333,,,0.0,,1.0,5.0,157,24.0
A.Iosivas,WR,7.659176349639893,9,2025,Andrei Iosivas,3.133333333333334,,,1.0,,1.0,7.0,158,52.0
K.Gainwell,RB,7.647057056427002,9,2025,Kenneth Gainwell,6.2,,,3.0,,1.0,5.0,159,36.0
P.Washington,WR,7.645301342010498,9,2025,Christopher Washington,8.233333333333333,,,0.0,,1.0,9.0,160,53.0
C.Okonkwo,TE,7.635719299316406,9,2025,Chigoziem Okonkwo,6.633333333333333,,,0.0,,1.0,2.0,161,25.0
T.Higbee,TE,7.635519504547119,9,2025,Tyler Higbee,7.800000000000002,,,0.0,,1.0,4.0,162,26.0
I.Likely,TE,7.594552516937256,9,2025,Isaiah Likely,2.533333333333333,,,0.0,,1.0,4.0,163,27.0
B.Grupe,K,7.5597333908081055,9,2025,,6.0,,,,,1.0,,164,14.0
T.Loop,K,7.536114692687988,9,2025,,6.333333333333333,,,,,1.0,,165,15.0
D.Kincaid,TE,7.5172834396362305,9,2025,Dalton Kincaid,9.966666666666669,,,0.0,,1.0,6.0,166,28.0
S.Shepard,WR,7.516794204711914,8,2025,Sterling Shepard,9.499999999999998,,,0.0,,1.0,2.0,167,54.0
M.Tipton,WR,7.484722137451172,8,2025,Mason Tipton,0.0,,,0.0,,1.0,1.0,168,55.0
K.Hunt,RB,7.470078945159912,9,2025,Kareem Hunt,7.799999999999998,,,11.0,,1.0,2.0,169,37.0
J.Bates,K,7.449499130249023,9,2025,,5.333333333333333,,,,,1.0,,170,16.0
C.Austin,WR,7.419736862182617,9,2025,Calvin Austin,7.500000000000003,,,0.0,,1.0,6.0,171,56.0
D.Slayton,WR,7.389246940612793,9,2025,Darius Slayton,6.033333333333329,,,0.0,,1.0,7.0,172,57.0
C.Little,K,7.367897033691406,9,2025,,2.6666666666666665,,,,,1.0,,173,17.0
C.Kmet,TE,7.362997055053711,9,2025,Cole Kmet,3.733333333333333,,,0.0,,1.0,2.0,174,29.0
R.Fitzgerald,K,7.32602596282959,9,2025,,7.333333333333333,,,,,1.0,,175,18.0
H.Butker,K,7.324372291564941,9,2025,,5.666666666666667,,,,,1.0,,176,19.0
O.Gordon,RB,7.279922962188721,9,2025,Ollie Gordon,5.7,,,2.0,Questionable,0.9,1.0,177,38.0
J.McNichols,RB,7.1875834465026855,9,2025,Jeremy McNichols,8.266666666666664,,,1.0,,1.0,0.0,178,39.0
C.Dicker,K,7.1683549880981445,9,2025,,12.0,,,,,1.0,,179,20.0
E.McPherson,K,7.144004821777344,9,2025,,9.0,,,,,1.0,,180,21.0
J.Coker,WR,7.135564804077148,9,2025,Jalen Coker,6.853333333333334,,,0.0,,1.0,1.0,181,58.0
W.Reichard,K,7.086607456207275,9,2025,,7.666666666666667,,,,,1.0,,182,22.0
A.Jones,RB,7.086152887344361,9,2025,Aaron Jones,7.666666666666668,,,9.0,Questionable,0.9,2.0,183,40.0
M.Gay,K,7.03880500793457,9,2025,,5.666666666666667,,,,,1.0,,184,23.0
B.Cooks,WR,7.036002159118652,9,2025,Brandin Cooks,3.199999999999998,,,0.0,,1.0,3.0,185,59.0
D.Hopkins,WR,7.014938831329346,9,2025,DeAndre Hopkins,4.333333333333339,,,0.0,,1.0,1.0,186,60.0
C.Wilson,WR,7.000124454498291,9,2025,Cedrick Wilson,3.7,,,0.0,,1.0,1.0,187,61.0
T.Spears,RB,6.982351303100586,9,2025,Tyjae Spears,11.066666666666668,,,7.0,,1.0,3.0,188,41.0
T.Shough,QB,6.973902702331543,9,2025,Tyler Shough,2.16,,25.0,1.0,,1.0,,189,35.0
J.Dotson,WR,6.954834461212158,8,2025,Jahan Dotson,2.6,,,0.0,,1.0,2.0,190,62.0
R.Wilson,WR,6.935525417327881,9,2025,Roman Wilson,7.766666666666666,,,0.0,,1.0,2.0,191,63.0
N.Westbrook-Ikhine,WR,6.927533149719238,9,2025,Nicholas Westbrook-Ikhine,2.466666666666668,,,0.0,,1.0,4.0,192,64.0
E.Engram,TE,6.9185404777526855,9,2025,Evan Engram,8.899999999999999,,,0.0,,1.0,3.0,193,30.0
B.Corum,RB,6.846652507781982,9,2025,Blake Corum,2.966666666666667,,,13.0,,1.0,0.0,194,42.0
W.Marks,RB,6.844836711883545,9,2025,Jo'Quavious Marks,10.0,,,10.0,,1.0,3.0,195,43.0
Z.Scott,RB,6.841147422790527,8,2025,Zavier Scott,6.599999999999999,,,2.0,,1.0,2.0,196,44.0
B.Smith,RB,6.7826337814331055,9,2025,Brashard Smith,6.333333333333333,,,3.0,,1.0,1.0,197,45.0
J.Williams,WR,6.777880668640137,9,2025,Jameson Williams,6.866666666666667,,,0.0,,1.0,6.0,198,65.0
J.Jeudy,WR,6.654502868652344,8,2025,Jerry Jeudy,5.5,,,0.0,,1.0,2.0,199,66.0
J.Nailor,WR,6.6227803230285645,9,2025,Jalen Nailor,4.300000000000001,,,0.0,,1.0,4.0,200,67.0
J.Ford,RB,6.537910461425781,8,2025,Jerome Ford,5.600000000000001,,,0.0,,1.0,2.0,201,46.0
B.Wright,TE,6.505807399749756,9,2025,Brock Wright,8.666666666666666,,,0.0,,1.0,1.0,202,31.0
J.Karty,K,6.503095626831055,9,2025,,5.0,,,,,1.0,,203,24.0
R.McCloud,WR,6.479979515075684,9,2025,Ray-Ray McCloud,1.433333333333333,,,0.0,,1.0,1.0,204,68.0
G.Dulcich,TE,6.463137626647949,9,2025,Greg Dulcich,2.6,,,0.0,,1.0,5.0,205,32.0
C.Dike,WR,6.449966907501221,9,2025,Chimere Dike,12.033333333333331,,,0.0,,1.0,3.0,206,69.0
C.Kirk,WR,6.442131042480469,9,2025,Christian Kirk,6.966666666666666,,,0.0,,1.0,8.0,207,70.0
M.Prater,K,6.439090728759766,9,2025,,6.666666666666667,,,,,1.0,,208,25.0
J.Romo,K,6.396870136260986,9,2025,,4.666666666666667,,,,,1.0,,209,26.0
J.Wayne,WR,6.386693000793457,8,2025,Jared Wayne,,,,0.0,,1.0,2.0,210,71.0
D.Mooney,WR,6.336178302764893,9,2025,Darnell Mooney,4.800000000000002,,,0.0,,1.0,2.0,211,72.0
T.Lockett,WR,6.334734916687012,9,2025,Tyler Lockett,2.133333333333336,,,0.0,,1.0,2.0,212,73.0
D.Mills,QB,6.312524795532227,9,2025,Davis Mills,2.546666666666667,,32.0,2.0,,1.0,,213,36.0
T.Henderson,RB,6.3005290031433105,9,2025,TreVeyon Henderson,4.199999999999999,,,14.0,,1.0,6.0,214,47.0
M.Mayer,TE,6.2964701652526855,9,2025,Michael Mayer,6.000000000000001,,,0.0,,1.0,7.0,215,33.0
T.Shavers,WR,6.245415687561035,9,2025,Tyrell Shavers,3.366666666666667,,,0.0,,1.0,1.0,216,74.0
L.Burden,WR,6.198555946350098,8,2025,Luther Burden,4.6,,,0.0,,1.0,1.0,217,75.0
W.Lutz,K,6.158820629119873,9,2025,,6.666666666666667,,,,,1.0,,218,27.0
A.Abdullah,RB,6.1337738037109375,9,2025,Ameer Abdullah,2.7,,,1.0,,1.0,1.0,219,48.0
D.Brown,WR,6.069446563720703,9,2025,Dyami Brown,4.833333333333335,,,1.0,,1.0,7.0,220,76.0
D.Carlson,K,6.042259216308594,9,2025,,6.666666666666667,,,,,1.0,,221,28.0
J.Hill,RB,5.990594387054443,9,2025,Justice Hill,3.9333333333333313,,,1.0,,1.0,2.0,222,49.0
M.Hollins,WR,5.928758144378662,9,2025,Mack Hollins,9.333333333333334,,,0.0,,1.0,2.0,223,77.0
R.Flournoy,WR,5.913827419281006,9,2025,Ryan Flournoy,8.799999999999999,,,0.0,,1.0,2.0,224,78.0
D.Robinson,WR,5.835057258605957,9,2025,Demarcus Robinson,2.966666666666668,,,0.0,,1.0,1.0,225,79.0
M.Alie-Cox,TE,5.729798793792725,9,2025,Mo Alie-Cox,1.999999999999999,,,0.0,,1.0,1.0,226,34.0
I.Davis,RB,5.724444389343262,8,2025,Isaiah Davis,4.2,,,7.0,,1.0,6.0,227,50.0
C.Parkinson,TE,5.718705654144287,9,2025,Colby Parkinson,3.8,,,0.0,,1.0,2.0,228,35.0
A.Beck,RB,5.682994842529297,8,2025,Andrew Beck,4.35,,,0.0,,1.0,1.0,229,51.0
I.Williams,WR,5.664815902709961,8,2025,Isaiah Williams,2.6,,,1.0,,1.0,4.0,230,80.0
K.Mitchell,RB,5.638503551483154,9,2025,Keaton Mitchell,2.533333333333333,,,4.0,,1.0,1.0,231,52.0
T.Johnson,WR,5.638185501098633,8,2025,Tez Johnson,12.4,,,0.0,,1.0,6.0,232,81.0
E.Higgins,TE,5.610892295837402,9,2025,Elijah Higgins,3.233333333333333,,,0.0,,1.0,3.0,233,36.0
S.Matlock,RB,5.557312488555908,9,2025,Scott Matlock,1.1,,,0.0,,1.0,1.0,234,53.0
E.Wilson,RB,5.5426344871521,9,2025,Emanuel Wilson,5.299999999999999,,,6.0,,1.0,2.0,235,54.0
D.Washington,TE,5.5272040367126465,9,2025,Darnell Washington,7.8,,,0.0,,1.0,6.0,236,37.0
R.Harvey,RB,5.5130181312561035,9,2025,Robert Harvey,12.6,,,2.0,,1.0,5.0,237,55.0
N.Carter,RB,5.503842830657959,8,2025,Nate Carter,4.6000000000000005,,,2.0,,1.0,0.0,238,56.0
T.Bigsby,RB,5.421632766723633,8,2025,Cartavious Bigsby,4.799999999999998,,,9.0,,1.0,0.0,239,57.0
J.Slye,K,5.4150071144104,9,2025,,6.333333333333333,,,,,1.0,,240,29.0
Mi.Wilson,WR,5.410974979400635,9,2025,Michael Wilson,6.333333333333333,,,0.0,,1.0,4.0,241,82.0
D.Bellinger,TE,5.374505043029785,8,2025,Daniel Bellinger,9.766666666666667,,,0.0,,1.0,1.0,242,38.0
C.Boswell,K,5.350131034851074,9,2025,,10.333333333333334,,,,,1.0,,243,30.0
E.Arroyo,TE,5.335542678833008,9,2025,Elijah Arroyo,3.933333333333333,,,0.0,,1.0,2.0,244,39.0
T.Washington,WR,5.332271099090576,9,2025,Tahj Washington,0.8,,,0.0,,1.0,2.0,245,83.0
T.Conner,TE,5.272622108459473,9,2025,Tanner Conner,2.733333333333334,,,0.0,,1.0,1.0,246,40.0
J.Lane,WR,5.266624927520752,9,2025,Jaylin Lane,5.133333333333334,,,0.0,,1.0,5.0,247,84.0
